userId,movieId,tag,timestamp
14,54,sandra 'boring' bullock,1138537770
14,872,dentist,1193435061
14,7251,Cambodia,1170560997
14,2457,Russian,1170626366
14,379,forgettable,1141391765
14,1466,short,1141391873
14,1470,dull story,1141391806
14,1494,powerpoint,1169616291
14,1763,activist,1425876220
14,1763,documentary,1425876220
14,1763,uganda,1425876220
22,29,Ron Howard,1148672905
67,263,music,1249808064
67,263,weird,1249808102
67,1417,Steve Martin,1249808497
72,4046,action,1430799184
72,4046,anime,1430799184
72,4046,kung fu,1430799184
72,4054,drama,1431584497
72,4054,indie,1431584497
72,4054,love,1431584497
72,4070,b movie,1432523704
72,4070,comedt,1432523704
72,4070,horror,1432523704
76,766,Trilogy of the Imagination,1163220043
76,18,Gilliam,1163220138
76,18,Trilogy of the Imagination,1163220039
76,3390,Trilogy of the Imagination,1163220065
76,7753,Gilliam,1163220167
76,1301,Takashi Miike,1163219591
76,6248,Gilliam,1163220186
83,49,intense,1429911417
83,49,r:violence,1429911417
83,49,tarantino,1429911417
90,1174,parody,1448813502
93,756,emotional,1291781542
93,756,tragedy,1291781538
93,1578,original plot,1291781246
93,1625,Predictable,1291780920
131,8440,jesus,1367909949
131,6204,jesus,1367909949
131,5966,jesus,1367909949
131,4705,No progress,1283581045
131,4705,Too slow,1283581045
131,4705,Views,1283581045
137,143,cult classic,1440379022
137,143,Science Fiction,1440379018
137,194,cult film,1440380361
137,194,jack nicholson,1440380355
137,194,psychological,1440380357
137,194,Stanley Kubrick,1440380352
137,459,genius,1440380467
137,459,intellectual,1440380463
137,459,mathematics,1440380466
137,459,psychology,1440380470
137,474,Mindfuck,1440380125
137,474,nonlinear,1440380113
137,474,psychology,1440380115
137,474,twist ending,1440380118
137,359,genius,1440380440
137,359,intelligent,1440380446
137,359,math,1440380438
137,359,mathematics,1440380436
137,359,twist ending,1440380448
137,1507,Christopher Nolan,1440380053
137,1507,complicated,1440380062
137,1507,Hugh Jackman,1440380072
137,1507,nonlinear,1440380067
137,1507,psychological,1440380064
137,1507,twist ending,1440380047
137,564,alternate reality,1440380233
137,564,Christopher Nolan,1440380255
137,564,intellectual,1440380251
137,564,mindfuck,1440380252
137,564,philosophy,1440380242
137,564,sci-fi,1440380239
137,564,twist ending,1440380245
137,1811,artificial intelligence,1440379984
137,1811,Christopher Nolan,1440380001
137,1811,good science,1440379977
137,1811,interesting ideea,1440379991
137,1811,philosophical issues,1440379996
137,1811,physics,1440379925
137,1811,relativity,1440380500
137,1811,sci-fi,1440380008
137,1811,sentimental,1440379993
137,1811,space,1440379974
137,1811,time travel,1440379981
137,1811,time-travel,1440379968
148,1863,eerie,1436920551
148,1863,friendship,1436920551
148,1863,teenagers,1436920551
151,3191,World War II,1335900622
163,505,Quirky,1179031045
175,483,Tom Cruise,1378384753
175,1398,Brad Pitt,1341055445
175,1437,Nicolas Cage,1341055378
175,3397,Johnny Depp,1340916254
175,576,sexist,1384107184
178,143,nerdy,1436669973
178,143,Science Fiction,1436669968
186,2584,Emilio Estevez,1233517175
199,143,critically acclaimed,1437932756
199,143,Science Fiction,1437932763
199,6777,strong female presence,1438023607
211,2,emotional,1253930128
211,2,revenge,1253930131
211,2,true story,1253930149
211,584,cult film,1253929373
211,584,dark comedy,1253929372
211,584,satirical,1253929376
211,4197,British,1253930034
211,2644,childish plot,1253930390
211,2644,plot holes,1253930395
211,2644,superhero,1253930399
211,2704,Kevin Costner,1253930539
211,2704,snorefest,1253930543
211,1015,vigilantism,1218405594
211,408,anti-hero,1253929917
211,408,Cole Hauser,1253929922
211,408,Vin Diesel,1253929910
211,1018,Amanda Peet,1253929798
211,1018,Matthew Perry,1253929802
211,1018,Rosanna Arquette,1253929813
211,603,Bill Murray,1253931205
211,603,quirky,1253931216
211,1093,cheerleading,1253932873
211,1093,Eliza Dushku,1253932876
211,1093,Overrated,1253932878
211,3020,standard romantic comedy,1253933882
211,1241,video game adaptation,1253930587
211,1279,play enough video games and you can become an NSA agent,1253930345
211,1279,ridiculous training sequence,1253930342
211,1394,Guillermo del Toro,1253929290
211,1394,steampunk,1253929296
211,1394,superhero,1253929293
211,3104,Oded Fehr,1253930624
211,3104,post-apocalyptic,1253930636
211,3104,Sienna Guillory,1253930633
211,3104,zombies,1253930644
211,2046,Beautiful Woman,1253926735
211,2046,campy,1253926723
211,2046,irreverent,1253926726
211,2046,quirky,1253926728
211,2046,Roman Polanski,1253926730
211,1451,good animation,1253931241
211,1451,interesting concept - bad execution,1253931234
211,1451,surrealism,1253931244
211,1464,aliens,1253928597
211,1464,black comedy,1253928590
211,1464,Firefly,1253928585
211,2463,disappointing,1253929514
211,2463,overrated,1253929532
211,2463,Viggo Mortensen,1253929518
211,1505,dark,1218405627
211,1505,fairytale,1218405627
211,1563,alternate reality,1253926526
211,1563,diluted version of comic,1253926511
211,1563,dystopia,1253926517
211,1563,stylized,1253926519
211,3931,high school,1253932469
211,3931,Kristen Stewart,1253932484
211,3931,Robert Pattinson,1253932481
211,3931,Teen movie,1253932459
211,3931,Vampire Human Love,1253932463
211,1578,adapted from:book,1253929184
211,1578,Aging Disorder,1253929189
211,1578,Brad Pitt,1253929141
211,1578,cinematography,1253929177
211,1578,drama,1253929173
211,1578,original plot,1253929180
211,1578,slow parts,1253929162
211,1578,touching,1253929169
211,1581,alternate universe,1253926354
211,1581,author:Neil Gaiman,1253926328
211,1581,claymation,1253926330
211,1581,Dakota Fanning,1253926349
211,1581,dark,1253926337
211,1581,fairy tale,1253926364
211,1581,Neil Gaiman,1253926360
211,1586,Captain Hammer,1253926165
211,1586,joss whedon,1253926158
211,1586,mad scientist,1253926186
211,1586,musical,1253926178
211,1586,Nathan Fillion,1253926182
211,1586,Neil Patrick Harris,1253926160
211,1586,parody,1253926168
211,1592,Brad Pitt,1253926443
211,1592,ending,1253926451
211,1592,gratuitous violence,1253926429
211,1592,Quentin Tarantino,1253926404
211,1592,satire,1253926435
211,1592,unusual plot structure,1253926417
211,1592,violence,1253926426
211,1592,World War II,1253926408
211,1595,action,1253928934
211,1595,bad plot,1253928950
211,1595,hugh jackman,1253928926
211,1595,superhero,1253928935
211,1595,too long,1253928954
211,1607,bad plot,1253929636
211,1607,robots,1253929657
211,1607,sufficiently explodey to be good,1253929639
211,3242,Abigail Breslin,1260688098
211,3242,ending,1260688053
211,3242,genuine characters,1260688086
211,3242,Jason Patric,1260688105
211,3246,animation style,1253926100
218,1498,funny,1156788918
218,1498,nascar,1156788904
218,1498,will farell,1156788913
218,3866,beer,1156788764
218,3866,guy movie,1156788774
254,2418,breathtaking,1237060605
254,130,i'd like to live in this movie,1237060140
254,1480,breathtaking,1237060235
256,981,akira kurosawa,1338084833
256,981,black comedy,1338084822
276,1289,anime,1463916275
276,1289,children,1463916304
276,1289,fantasy,1463916289
276,2397,fantasy,1463916386
276,2397,feel-good,1463916401
276,1657,bad acting,1463916776
276,1657,bad plot,1463916772
276,5953,anime,1463916484
276,1881,sci-fi,1463916817
293,1348,vampire,1138983469
293,1425,1940's feel,1140395930
293,1425,unique look,1140395930
293,4974,fairy tales,1138983064
296,320,adam sandler,1318706504
296,505,overrated,1318706739
296,2176,overrated,1318706182
296,341,that fat nerd is just annoying,1318706118
296,1412,seen it before,1318706449
296,3866,Just stupid,1318706536
296,1521,overrated,1318706470
296,1537,overrated,1318706705
296,1565,Exellent first half,1318706053
296,1565,terrible ending,1318706042
296,1631,Gore!!!,1318706275
296,1631,sort of honest,1318706296
296,1636,Lame everything,1318706227
312,30,Ei muista,1168879424
312,387,Ei muista,1168878292
312,148,Ei muista,1168879406
312,705,Ei muista,1168878844
312,92,Katso Sanna!,1146476938
312,431,Ei muista,1146476364
312,432,Ei muista,1168878578
312,157,Katso Sanna!,1146476794
312,170,Ei muista,1168878388
312,2171,Katso Sanna!,1146477133
312,755,Katso Sanna!,1146477118
312,181,Katso Sanna!,1146477102
312,202,Ei muista,1146476308
312,828,Katso Sanna!,1146476692
312,457,Ei muista,1168878593
312,338,Ei muista,1146477049
312,464,Ei muista,1146477033
312,935,Ei muista,1168879003
312,971,Ei muista,1168878743
312,2675,Ei muista,1168878972
312,996,Ei muista,1168878736
312,645,Ei muista,1168879647
312,1044,Ei muista,1168878727
312,598,Katso Sanna!,1146476954
312,469,Ei muista,1146476265
312,125,Ei muista,1168878697
312,1115,Ei muista,1168879611
312,471,Ei muista,1168878363
312,1125,ei muista,1146477341
312,1139,Katso Sanna!,1146477233
312,1148,Ei muista,1146476274
312,1184,Ei muista,1146477217
312,481,Ei muista,1146476225
312,4202,Ei muista,1168879553
312,366,Ei muista,1146477184
312,2431,Ei muista,1168879177
312,1422,Ei muista,1168879161
312,1479,Ei muista,1168878406
313,143,awesome,1437338154
313,143,awesome soundtrack,1437338150
313,143,jedi,1437338139
313,143,space adventure,1437338130
345,3135,anime,1159734531
345,434,boring,1159734220
345,434,slow,1159734220
345,170,explosions,1159734488
345,766,dystopia,1159734421
345,2190,anime,1159734245
345,398,long,1159734734
345,402,sci-fi,1159734634
345,402,virtual reality,1159734636
345,3677,martial arts,1159734502
345,343,interesting,1159734363
345,317,explosions,1159734552
345,317,martial arts,1159734552
345,470,martial arts,1159734445
345,480,long,1159734600
345,1993,explosions,1159734683
345,1993,interesting,1159734683
345,1299,boring,1159734233
345,412,boring,1159734622
345,412,long,1159734622
345,3141,anime,1159734417
345,1339,Johnny Depp,1159734656
345,3142,anime,1159734652
345,2020,explosions,1159734326
345,2020,martial arts,1159734467
345,413,martial arts,1159734555
345,129,boring,1159734608
345,129,long,1159734608
345,130,interesting,1159734515
345,3789,martial arts,1159734589
345,6532,Long,1159734165
345,416,comedy,1159734745
345,416,zombies,1159734745
345,1435,super-hero,1159734563
345,5134,apocalypse,1159734706
345,5134,interesting,1159734706
345,3812,explosions,1159734379
345,2056,comedy,1159734584
345,2056,martial arts,1159734584
345,2056,Stephen Chow,1159734584
345,497,bad camerawork,1159734301
345,497,slow,1159734301
346,111,romance,1463337171
346,1865,space,1463337217
346,1865,star,1463337213
352,6550,As historicaly correct as Germany winning WW2,1140389056
352,6550,but still a fun movie.,1140389056
352,5888,"The Rocks ""finest"" work need I say more?",1140389511
352,4108,Try not to mistake this for an episode of Alias,1140389595
352,7095,Mossad,1142686944
352,380,dumb,1137217440
363,23,biblical,1444534976
363,23,crime,1444534982
363,23,dark,1444534994
363,23,disturbing,1444534971
363,23,greed,1444534998
363,23,horror,1444534981
